device,model,workload,batch_size,tp,dtype,M,N,K,median_time_ms,std_time_ms,tflops,theory_tflops,mfu_pct,bandwidth_gbps,mbu_pct
NVIDIA H20-3e,DeepSeek-V3,Moe_down,1024,1,bfloat16,128,7168,2048,0.0432,0.0007,87.0897,147.0000,59.24,735.0626,18.38
NVIDIA H20-3e,DeepSeek-V3,QKV_Lora,4096,1,bfloat16,4096,7168,2048,0.9066,0.0020,132.6449,147.0000,90.23,115.6572,2.89
NVIDIA H20-3e,DeepSeek-V3,QK_Lora_b,4096,1,bfloat16,4096,2624,2048,0.3539,0.0028,124.3993,147.0000,84.63,138.5210,3.46
NVIDIA H20-3e,DeepSeek-V3,V_Lora_b,4096,1,bfloat16,4096,21888,2048,2.7065,0.0077,135.6809,147.0000,92.30,105.5745,2.64
NVIDIA H20-3e,DeepSeek-V3,Proj,4096,1,bfloat16,4096,2048,10944,1.5116,0.0070,121.4711,147.0000,82.63,100.0674,2.50
NVIDIA H20-3e,DeepSeek-V3,Moe_gate_up,4096,1,bfloat16,512,4096,7168,0.2592,0.0017,116.0050,147.0000,78.91,271.0774,6.78
NVIDIA H20-3e,DeepSeek-V3,Moe_down,4096,1,bfloat16,512,7168,2048,0.1288,0.0011,116.7546,147.0000,79.42,301.3337,7.53
NVIDIA H20-3e,DeepSeek-V3,QKV_Lora,4099,1,bfloat16,4099,7168,2048,0.8922,0.0030,134.8893,147.0000,91.76,117.5900,2.94
NVIDIA H20-3e,DeepSeek-V3,QK_Lora_b,4099,1,bfloat16,4099,2624,2048,0.3537,0.0026,124.5467,147.0000,84.73,138.6629,3.47
NVIDIA H20-3e,DeepSeek-V3,V_Lora_b,4099,1,bfloat16,4099,21888,2048,2.6581,0.0122,138.2501,147.0000,94.05,107.5489,2.69
NVIDIA H20-3e,DeepSeek-V3,Proj,4099,1,bfloat16,4099,2048,10944,1.3592,0.0045,135.1809,147.0000,91.96,111.3373,2.78
NVIDIA H20-3e,DeepSeek-V3,Moe_gate_up,4099,1,bfloat16,512,4096,7168,0.2597,0.0032,115.7691,147.0000,78.75,270.5263,6.76
NVIDIA H20-3e,DeepSeek-V3,Moe_down,4099,1,bfloat16,512,7168,2048,0.1284,0.0012,117.0747,147.0000,79.64,302.1598,7.55
NVIDIA H20-3e,DeepSeek-V3,QKV_Lora,5000,1,bfloat16,5000,7168,2048,1.0757,0.0034,136.4663,147.0000,92.83,112.9655,2.82
NVIDIA H20-3e,DeepSeek-V3,QK_Lora_b,5000,1,bfloat16,5000,2624,2048,0.4201,0.0033,127.9123,147.0000,87.02,136.7867,3.42
NVIDIA H20-3e,DeepSeek-V3,V_Lora_b,5000,1,bfloat16,5000,21888,2048,3.2612,0.0134,137.4551,147.0000,93.51,100.8877,2.52
NVIDIA H20-3e,DeepSeek-V3,Proj,5000,1,bfloat16,5000,2048,10944,1.7001,0.0047,131.8356,147.0000,89.68,102.7863,2.57
NVIDIA H20-3e,DeepSeek-V3,Moe_gate_up,5000,1,bfloat16,625,4096,7168,0.3086,0.0018,118.9339,147.0000,80.91,235.9233,5.90
NVIDIA H20-3e,DeepSeek-V3,Moe_down,5000,1,bfloat16,625,7168,2048,0.1564,0.0013,117.3279,147.0000,79.81,261.3819,6.53
NVIDIA H20-3e,DeepSeek-V3,QKV_Lora,8192,1,bfloat16,8192,7168,2048,1.7255,0.0055,139.3901,147.0000,94.82,104.5231,2.61
NVIDIA H20-3e,DeepSeek-V3,QK_Lora_b,8192,1,bfloat16,8192,2624,2048,0.6867,0.0025,128.2166,147.0000,87.22,127.1202,3.18
NVIDIA H20-3e,DeepSeek-V3,V_Lora_b,8192,1,bfloat16,8192,21888,2048,5.2802,0.0098,139.0937,147.0000,94.62,91.2509,2.28
NVIDIA H20-3e,DeepSeek-V3,Proj,8192,1,bfloat16,8192,2048,10944,2.7034,0.0066,135.8342,147.0000,92.40,95.3184,2.38
NVIDIA H20-3e,DeepSeek-V3,Moe_gate_up,8192,1,bfloat16,1024,4096,7168,0.5041,0.0029,119.2706,147.0000,81.14,162.2333,4.06
NVIDIA H20-3e,DeepSeek-V3,Moe_down,8192,1,bfloat16,1024,7168,2048,0.2405,0.0018,125.0115,147.0000,85.04,200.5626,5.01
