device,model,workload,batch_size,tp,dtype,M,N,K,median_time_ms,std_time_ms,tflops,theory_tflops,mfu_pct,bandwidth_gbps,mbu_pct
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,2,1,mxfp8,2,4096,4096,0.0529,0.0013,1.2679,5.3681,23.62,317.4462,23.62
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,3,1,mxfp8,3,4096,4096,0.0532,0.0007,1.8933,8.0463,23.53,316.2444,23.53
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,4,1,mxfp8,4,4096,4096,0.0538,0.0015,2.4929,10.7206,23.25,312.5254,23.25
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,8,1,mxfp8,8,4096,4096,0.0529,0.0007,5.0763,21.3787,23.74,319.1286,23.74
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,16,1,mxfp8,16,4096,4096,0.0531,0.0009,10.1128,42.5098,23.79,319.7300,23.79
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,32,1,mxfp8,32,4096,4096,0.0532,0.0008,20.1953,84.0462,24.03,322.9467,24.03
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,64,1,mxfp8,64,4096,4096,0.0538,0.0010,39.9101,164.3291,24.29,326.4133,24.29
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,128,1,mxfp8,128,4096,4096,0.0536,0.0011,80.0822,314.5728,25.46,342.1480,25.46
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,256,1,mxfp8,256,4096,4096,0.0572,0.0009,150.2998,500.0000,30.06,348.5957,25.94
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,1024,1,mxfp8,1024,4096,4096,0.1142,0.0010,300.8523,500.0000,60.17,257.0759,19.13
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,4096,1,mxfp8,4096,4096,4096,0.3312,0.0014,414.9927,500.0000,83.00,202.6332,15.08
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,4099,1,mxfp8,4099,4096,4096,0.3358,0.0013,409.6367,500.0000,81.93,199.9813,14.88
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,5000,1,mxfp8,5000,4096,4096,0.3986,0.0013,420.8613,500.0000,84.17,196.2102,14.60
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,8192,1,mxfp8,8192,4096,4096,0.6190,0.0026,444.0964,500.0000,88.82,189.7385,14.12
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,1,1,nvfp4,1,4096,4096,0.0366,0.0035,0.9162,5.3694,17.06,229.3263,17.06
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,2,1,nvfp4,2,4096,4096,0.0359,0.0012,1.8691,10.7258,17.43,234.2103,17.43
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,3,1,nvfp4,3,4096,4096,0.0353,0.0017,2.8546,16.0692,17.76,238.7514,17.76
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,4,1,nvfp4,4,4096,4096,0.0356,0.0010,3.7651,21.3995,17.59,236.4668,17.59
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,8,1,nvfp4,8,4096,4096,0.0353,0.0007,7.6122,42.5921,17.87,240.2033,17.87
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,16,1,nvfp4,16,4096,4096,0.0358,0.0010,15.0065,84.3682,17.79,239.0555,17.79
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,32,1,nvfp4,32,4096,4096,0.0358,0.0007,29.9861,165.5646,18.11,243.4173,18.11
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,64,1,nvfp4,64,4096,4096,0.0352,0.0007,60.9526,319.1318,19.10,256.6975,19.10
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,128,1,nvfp4,128,4096,4096,0.0356,0.0007,120.5368,595.1377,20.25,272.2084,20.25
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,256,1,nvfp4,256,4096,4096,0.0367,0.0007,233.9307,1000.0000,23.39,299.8379,22.31
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,1024,1,nvfp4,1024,4096,4096,0.0672,0.0016,511.6711,1000.0000,51.17,281.0693,20.91
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,4096,1,nvfp4,4096,4096,4096,0.1779,0.0010,772.4067,1000.0000,77.24,282.8638,21.05
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,4099,1,nvfp4,4099,4096,4096,0.1811,0.0007,759.3839,1000.0000,75.94,278.0608,20.69
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,5000,1,nvfp4,5000,4096,4096,0.2128,0.0009,788.5216,1000.0000,78.85,280.0638,20.84
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,8192,1,nvfp4,8192,4096,4096,0.3227,0.0009,851.7958,1000.0000,85.18,285.9422,21.28
